Time,BicepsBrachiiR
21.86377,2.64E-05
21.86429,3.41E-05
21.86481,4.20E-05
21.86533,4.28E-05
21.86585,3.88E-05
21.86637,3.71E-05
21.86688,3.86E-05
21.8674,3.69E-05
21.86792,2.99E-05
21.86844,2.20E-05
21.86896,1.59E-05
21.86948,1.46E-05
21.87,2.17E-05
21.87052,3.26E-05
21.87104,4.05E-05
21.87156,4.46E-05
21.87208,5.12E-05
21.8726,6.28E-05
21.87312,7.35E-05
21.87363,7.82E-05
21.87416,7.70E-05
21.87467,7.17E-05
21.87519,6.53E-05
21.87571,5.72E-05
21.87623,4.38E-05
21.87675,2.38E-05
21.87727,-2.18E-06
21.87779,-3.00E-05
21.87831,-4.82E-05
21.87883,-4.75E-05
21.87935,-3.14E-05
21.87987,-8.39E-06
21.88038,1.36E-05
21.8809,3.11E-05
21.88142,4.28E-05
21.88194,4.62E-05
21.88246,4.08E-05
21.88298,3.21E-05
21.8835,2.52E-05
21.88402,2.06E-05
21.88454,2.03E-05
21.88506,2.25E-05
21.88558,2.43E-05
21.8861,2.37E-05
21.88662,1.98E-05
21.88713,1.33E-05
21.88765,8.39E-07
21.88817,-1.95E-05
21.88869,-3.91E-05
21.88921,-4.83E-05
21.88973,-4.60E-05
21.89025,-3.54E-05
21.89077,-2.23E-05
21.89129,-1.29E-05
21.89181,-8.56E-06
21.89233,-9.23E-06
21.89285,-1.33E-05
21.89337,-1.56E-05
21.89388,-1.31E-05
21.8944,-7.05E-06
21.89492,4.20E-06
21.89544,1.93E-05
21.89596,3.21E-05
21.89648,3.59E-05
21.897,3.02E-05
21.89752,1.70E-05
21.89804,2.85E-06
21.89856,-1.51E-06
21.89908,7.55E-06
21.8996,2.06E-05
21.90012,2.65E-05
21.90063,2.72E-05
21.90115,2.80E-05
21.90167,2.97E-05
21.90219,3.07E-05
21.90271,2.70E-05
21.90323,2.00E-05
21.90375,1.43E-05
21.90427,1.29E-05
21.90479,1.54E-05
21.90531,1.88E-05
21.90583,2.45E-05
21.90635,3.04E-05
21.90687,3.17E-05
21.90738,2.82E-05
21.9079,2.57E-05
21.90842,2.50E-05
21.90894,2.25E-05
21.90946,1.85E-05
21.90998,1.93E-05
21.9105,2.70E-05
21.91102,3.24E-05
21.91154,2.67E-05
21.91206,1.53E-05
21.91258,7.05E-06
21.9131,9.23E-06
21.91362,1.91E-05
21.91413,2.90E-05
21.91465,3.21E-05
21.91517,2.77E-05
21.91569,1.86E-05
21.91621,1.06E-05
21.91673,6.21E-06
21.91725,5.20E-06
21.91777,5.54E-06
21.91829,6.04E-06
21.91881,1.11E-05
21.91933,1.70E-05
21.91985,1.90E-05
21.92037,2.20E-05
21.92089,2.72E-05
21.9214,3.21E-05
21.92192,3.68E-05
21.92244,3.94E-05
21.92296,4.15E-05
21.92348,4.48E-05
21.924,4.82E-05
21.92452,4.85E-05
21.92504,4.78E-05
21.92556,5.20E-05
21.92608,5.82E-05
21.9266,6.31E-05
21.92712,6.31E-05
21.92764,5.86E-05
21.92815,5.15E-05
21.92867,4.40E-05
21.92919,4.08E-05
21.92971,4.05E-05
21.93023,3.96E-05
21.93075,3.96E-05
21.93127,4.01E-05
21.93179,3.71E-05
21.93231,3.07E-05
21.93283,2.11E-05
21.93335,6.71E-06
21.93387,-6.38E-06
21.93439,-1.02E-05
21.9349,-8.39E-07
21.93542,1.93E-05
21.93594,3.94E-05
21.93646,5.32E-05
21.93698,6.06E-05
21.9375,6.29E-05
21.93802,5.89E-05
21.93854,5.29E-05
21.93906,4.38E-05
21.93958,3.04E-05
21.9401,1.83E-05
21.94061,1.38E-05
21.94114,1.43E-05
21.94165,1.76E-05
21.94217,2.10E-05
21.94269,1.81E-05
21.94321,9.57E-06
21.94373,1.01E-06
21.94425,-4.87E-06
21.94477,-7.89E-06
21.94529,-8.22E-06
21.94581,-9.23E-06
21.94633,-9.23E-06
21.94685,-3.86E-06
21.94736,5.87E-06
21.94789,1.70E-05
21.9484,2.60E-05
21.94892,3.21E-05
21.94944,3.86E-05
21.94996,4.46E-05
21.95048,4.72E-05
21.951,4.52E-05
21.95152,4.16E-05
21.95204,4.01E-05
21.95256,4.08E-05
21.95308,4.40E-05
21.9536,5.09E-05
21.95411,5.69E-05
21.95464,5.62E-05
21.95515,5.15E-05
21.95567,4.55E-05
21.95619,3.91E-05
21.95671,3.21E-05
21.95723,2.50E-05
21.95775,1.76E-05
21.95827,1.29E-05
21.95879,1.26E-05
21.95931,1.56E-05
21.95983,2.06E-05
21.96035,2.94E-05
21.96087,4.55E-05
21.96139,6.95E-05
21.9619,9.15E-05
21.96242,0.000104234
21.96294,0.000107256
21.96346,0.000103227
21.96398,9.48E-05
21.9645,8.27E-05
21.96502,6.46E-05
21.96554,4.45E-05
21.96606,3.04E-05
21.96658,2.43E-05
21.9671,2.30E-05
21.96762,2.22E-05
21.96813,2.18E-05
21.96865,2.18E-05
21.96917,2.22E-05
21.96969,2.43E-05
21.97021,3.00E-05
21.97073,4.01E-05
21.97125,5.39E-05
21.97177,6.43E-05
21.97229,6.21E-05
21.97281,4.83E-05
21.97333,3.14E-05
21.97385,1.17E-05
21.97437,-9.57E-06
21.97488,-2.80E-05
21.9754,-4.06E-05
21.97592,-4.87E-05
21.97644,-5.67E-05
21.97696,-6.73E-05
21.97748,-7.57E-05
21.978,-7.08E-05
21.97852,-4.72E-05
21.97904,-1.28E-05
21.97956,1.71E-05
21.98008,3.17E-05
21.9806,2.57E-05
21.98112,1.85E-06
21.98163,-3.07E-05
21.98215,-6.50E-05
21.98267,-0.000100542
21.98319,-0.000135119
21.98371,-0.000161639
21.98423,-0.000176745
21.98475,-0.000181109
21.98527,-0.00017171
21.98579,-0.000143343
21.98631,-9.82E-05
21.98683,-4.45E-05
21.98735,6.04E-06
21.98787,4.38E-05
21.98838,6.23E-05
21.9889,6.14E-05
21.98942,4.75E-05
21.98994,2.92E-05
21.99046,1.01E-05
21.99098,-1.17E-06
21.9915,-5.04E-07
21.99202,6.21E-06
21.99254,1.36E-05
21.99306,2.13E-05
21.99358,2.84E-05
21.9941,3.07E-05
21.99462,2.77E-05
21.99513,1.95E-05
21.99565,5.20E-06
21.99617,-1.86E-05
21.99669,-5.12E-05
21.99721,-9.25E-05
21.99773,-0.000141497
21.99825,-0.00019353
21.99877,-0.000239521
21.99929,-0.000272923
21.99981,-0.000286183
22.00033,-0.000274937
22.00085,-0.000241871
22.00137,-0.000186481
22.00188,-0.000109606
22.0024,-1.36E-05
22.00292,9.89E-05
22.00344,0.000211994
22.00396,0.000304646
22.00448,0.000368429
22.005,0.000406027
22.00552,0.000425834
22.00604,0.000438926
22.00656,0.000448325
22.00708,0.000447654
22.0076,0.000433555
22.00812,0.000409384
22.00863,0.000385885
22.00915,0.000366415
22.00967,0.000346273
22.01019,0.00032546
22.01071,0.000310353
22.01123,0.000303639
22.01175,0.000301289
22.01227,0.000297932
22.01279,0.000293233
22.01331,0.000287861
22.01383,0.000281148
22.01435,0.000272419
22.01487,0.000259327
22.01538,0.000237003
22.0159,0.000208469
22.01642,0.000180774
22.01694,0.000158282
22.01746,0.00013814
22.01798,0.000117998
22.0185,9.92E-05
22.01902,8.11E-05
22.01954,6.38E-05
22.02006,4.80E-05
22.02058,3.09E-05
22.0211,1.14E-05
22.02162,-1.17E-05
22.02213,-3.68E-05
22.02265,-5.84E-05
22.02317,-7.47E-05
22.02369,-8.74E-05
22.02421,-9.95E-05
22.02473,-0.000109941
22.02525,-0.000117662
22.02577,-0.000122362
22.02629,-0.000126055
22.02681,-0.00012874
22.02733,-0.000129076
22.02785,-0.000130922
22.02837,-0.00013579
22.02888,-0.000142504
22.0294,-0.000150729
22.02992,-0.000159121
22.03044,-0.000164828
22.03096,-0.000171878
22.03148,-0.000180438
22.032,-0.000188663
22.03252,-0.000194369
22.03304,-0.000197223
22.03356,-0.000196887
22.03408,-0.000194034
22.0346,-0.000190677
22.03512,-0.000187823
22.03563,-0.000184802
22.03615,-0.00018027
22.03667,-0.00017557
22.03719,-0.000172717
22.03771,-0.00017171
22.03823,-0.00017171
22.03875,-0.000172549
22.03927,-0.00017406
22.03979,-0.000177081
22.04031,-0.000181445
22.04083,-0.000188327
22.04135,-0.000194202
22.04187,-0.000197559
22.04239,-0.000195377
22.0429,-0.000183124
22.04342,-0.000153918
22.04394,-0.000105074
22.04446,-4.15E-05
22.04498,2.87E-05
22.0455,8.91E-05
22.04602,0.000126726
22.04654,0.000139483
22.04706,0.000135287
22.04758,0.000125719
22.0481,0.000115312
22.04862,0.000103563
22.04914,9.06E-05
22.04965,7.82E-05
22.05017,6.97E-05
22.05069,6.16E-05
22.05121,4.99E-05
22.05173,3.52E-05
22.05225,2.23E-05
22.05277,1.02E-05
22.05329,-3.19E-06
22.05381,-1.93E-05
22.05433,-3.74E-05
22.05485,-5.39E-05
22.05537,-6.73E-05
22.05589,-7.77E-05
22.0564,-8.68E-05
22.05692,-9.58E-05
22.05744,-0.000103395
22.05796,-0.000104234
22.05848,-9.13E-05
22.059,-6.16E-05
22.05952,-1.43E-05
22.06004,4.55E-05
22.06056,0.000105913
22.06108,0.000167346
22.0616,0.000237507
22.06211,0.000318578
22.06264,0.000406027
22.06315,0.000483238
22.06367,0.000531243
22.06419,0.000535607
22.06471,0.000495323
22.06523,0.000425498
22.06575,0.000346944
22.06627,0.000277791
22.06679,0.000225086
22.06731,0.000187823
22.06783,0.000159625
22.06835,0.000133776
22.06886,0.000110277
22.06939,8.91E-05
22.0699,7.05E-05
22.07042,5.25E-05
22.07094,3.34E-05
22.07146,1.46E-05
22.07198,-8.39E-07
22.0725,-1.06E-05
22.07302,-1.58E-05
22.07354,-1.83E-05
22.07406,-2.27E-05
22.07458,-3.12E-05
22.0751,-4.13E-05
22.07561,-5.12E-05
22.07614,-5.96E-05
22.07665,-6.73E-05
22.07717,-7.54E-05
22.07769,-8.68E-05
22.07821,-0.000102388
22.07873,-0.000119509
22.07925,-0.00013193
22.07977,-0.000133104
22.08029,-0.000121523
22.08081,-0.000101213
22.08133,-8.14E-05
22.08185,-7.03E-05
22.08237,-7.08E-05
22.08289,-7.64E-05
22.0834,-7.79E-05
22.08392,-7.07E-05
22.08444,-5.76E-05
22.08496,-4.25E-05
22.08548,-2.84E-05
22.086,-1.53E-05
22.08652,-5.54E-06
22.08704,1.01E-06
22.08756,6.04E-06
22.08808,9.90E-06
22.0886,1.26E-05
22.08912,1.43E-05
22.08963,1.58E-05
22.09015,1.71E-05
22.09067,1.86E-05
22.09119,2.11E-05
22.09171,2.53E-05
22.09223,2.97E-05
22.09275,3.34E-05
22.09327,3.84E-05
22.09379,4.28E-05
22.09431,4.75E-05
22.09483,5.34E-05
22.09535,5.76E-05
22.09587,5.67E-05
22.09638,5.14E-05
22.0969,4.62E-05
22.09742,4.40E-05
22.09794,4.20E-05
22.09846,3.78E-05
22.09898,3.51E-05
22.0995,3.59E-05
22.10002,3.71E-05
22.10054,3.74E-05
22.10106,3.91E-05
22.10158,4.58E-05
22.1021,5.49E-05
22.10262,6.13E-05
22.10313,6.51E-05
22.10365,6.93E-05
22.10417,7.20E-05
22.10469,6.95E-05
22.10521,6.01E-05
22.10573,4.82E-05
22.10625,4.11E-05
22.10677,3.91E-05
22.10729,3.94E-05
22.10781,3.88E-05
22.10833,3.61E-05
22.10885,3.21E-05
22.10937,3.21E-05
22.10988,3.56E-05
22.1104,3.71E-05
22.11092,3.61E-05
22.11144,3.31E-05
22.11196,2.58E-05
22.11248,1.59E-05
22.113,8.56E-06
22.11352,6.04E-06
22.11404,8.56E-06
22.11456,1.12E-05
22.11508,1.12E-05
22.1156,1.06E-05
22.11612,1.12E-05
22.11663,1.33E-05
22.11715,1.66E-05
22.11767,1.90E-05
22.11819,1.88E-05
22.11871,1.93E-05
22.11923,2.17E-05
22.11975,2.90E-05
22.12027,4.28E-05
22.12079,6.19E-05
22.12131,8.09E-05
22.12183,9.55E-05
22.12235,0.00010222
22.12287,9.75E-05
22.12338,8.07E-05
22.1239,5.66E-05
22.12442,3.34E-05
22.12494,1.19E-05
22.12546,-7.55E-06
22.12598,-1.70E-05
22.1265,-1.21E-05
22.12702,-2.18E-06
22.12754,4.36E-06
22.12806,4.70E-06
22.12858,-3.36E-07
22.1291,-9.23E-06
22.12962,-2.25E-05
22.13013,-3.81E-05
22.13065,-5.24E-05
22.13117,-6.16E-05
22.13169,-6.03E-05
22.13221,-4.52E-05
22.13273,-2.00E-05
22.13325,7.89E-06
22.13377,3.46E-05
22.13429,5.35E-05
22.13481,6.16E-05
22.13533,6.34E-05
22.13585,6.63E-05
22.13637,7.75E-05
22.13688,0.000103563
22.1374,0.000142001
22.13792,0.000179767
22.13844,0.000203098
22.13896,0.000200244
22.13948,0.000173053
22.14,0.000139315
22.14052,0.000112963
22.14104,9.45E-05
22.14156,7.57E-05
22.14208,5.22E-05
22.1426,2.99E-05
22.14312,1.34E-05
22.14363,3.02E-06
22.14415,-2.35E-06
22.14467,-7.55E-06
22.14519,-1.61E-05
22.14571,-2.87E-05
22.14623,-5.19E-05
22.14675,-9.05E-05
22.14727,-0.000138476
22.14779,-0.000183459
22.14831,-0.000212665
22.14883,-0.000219043
22.14935,-0.000207965
22.14987,-0.000186481
22.15038,-0.000150561
22.1509,-9.20E-05
22.15142,-9.90E-06
22.15194,8.44E-05
22.15246,0.000168353
22.15298,0.000233814
22.1535,0.000285176
22.15402,0.000323446
22.15454,0.000349294
22.15506,0.000357855
22.15558,0.000338216
22.1561,0.000292226
22.15662,0.000230625
22.15714,0.00017171
22.15765,0.000125383
22.15817,8.95E-05
22.15869,5.89E-05
22.15921,3.17E-05
22.15973,8.39E-06
22.16025,-1.31E-05
22.16077,-3.49E-05
22.16129,-5.39E-05
22.16181,-6.61E-05
22.16233,-7.28E-05
22.16285,-7.94E-05
22.16337,-8.49E-05
22.16389,-8.61E-05
22.1644,-8.53E-05
22.16492,-8.36E-05
22.16544,-8.09E-05
22.16596,-8.09E-05
22.16648,-8.56E-05
22.167,-9.28E-05
22.16752,-9.63E-05
22.16804,-8.90E-05
22.16856,-7.17E-05
22.16908,-5.25E-05
22.1696,-3.98E-05
22.17012,-3.68E-05
22.17064,-3.21E-05
22.17115,-1.68E-05
22.17167,0
22.17219,8.22E-06
22.17271,7.89E-06
22.17323,4.36E-06
22.17375,1.17E-06
22.17427,8.39E-07
22.17479,3.86E-06
22.17531,9.90E-06
22.17583,1.85E-05
22.17635,2.45E-05
22.17687,2.27E-05
22.17739,1.51E-05
22.1779,8.39E-06
22.17842,5.20E-06
22.17894,3.86E-06
22.17946,1.51E-06
22.17998,0
22.1805,1.17E-06
22.18102,0
22.18154,-3.86E-06
22.18206,-6.04E-06
22.18258,-4.20E-06
22.1831,1.68E-06
22.18361,7.05E-06
22.18414,9.23E-06
22.18465,8.90E-06
22.18517,7.89E-06
22.18569,1.17E-05
22.18621,2.05E-05
22.18673,2.77E-05
22.18725,2.65E-05
22.18777,1.80E-05
22.18829,9.23E-06
22.18881,4.03E-06
22.18933,-1.17E-06
22.18985,-9.90E-06
22.19036,-2.17E-05
22.19089,-2.99E-05
22.1914,-2.43E-05
22.19192,-4.53E-06
22.19244,1.93E-05
22.19296,3.52E-05
22.19348,4.23E-05
22.194,4.55E-05
22.19452,4.72E-05
22.19504,4.78E-05
22.19556,4.82E-05
22.19608,4.82E-05
22.1966,4.67E-05
22.19711,4.28E-05
22.19764,4.06E-05
22.19815,3.96E-05
22.19867,3.93E-05
22.19919,4.05E-05
22.19971,4.36E-05
22.20023,4.95E-05
22.20075,6.03E-05
22.20127,7.10E-05
22.20179,8.07E-05
22.20231,9.42E-05
22.20283,0.000111284
22.20335,0.000124041
22.20387,0.000128237
22.20439,0.000125719
22.2049,0.000117662
22.20542,0.000105913
22.20594,9.25E-05
22.20646,8.41E-05
22.20698,8.11E-05
22.2075,7.60E-05
22.20802,6.21E-05
22.20854,4.68E-05
22.20906,3.52E-05
22.20958,2.74E-05
22.2101,2.38E-05
22.21062,1.48E-05
22.21113,1.01E-06
22.21165,-5.20E-06
22.21217,-5.04E-06
22.21269,-5.54E-06
22.21321,-9.90E-06
22.21373,-1.66E-05
22.21425,-2.79E-05
22.21477,-3.83E-05
22.21529,-3.78E-05
22.21581,-2.50E-05
22.21633,-4.36E-06
22.21685,1.90E-05
22.21737,4.35E-05
22.21788,6.33E-05
22.2184,7.35E-05
22.21892,7.37E-05
22.21944,6.70E-05
22.21996,5.74E-05
22.22048,4.93E-05
22.221,4.55E-05
22.22152,4.01E-05
22.22204,2.53E-05
22.22256,4.20E-06
22.22308,-1.04E-05
22.2236,-1.70E-05
22.22412,-2.08E-05
22.22463,-2.38E-05
22.22515,-2.82E-05
22.22567,-2.70E-05
22.22619,-1.70E-05
22.22671,-8.22E-06
22.22723,-1.04E-05
22.22775,-1.63E-05
22.22827,-1.46E-05
22.22879,-8.56E-06
22.22931,-6.55E-06
22.22983,-7.55E-06
22.23035,-3.86E-06
22.23087,3.69E-06
22.23138,6.21E-06
22.2319,2.52E-06
22.23242,-8.39E-07
22.23294,1.51E-06
22.23346,1.02E-05
22.23398,2.47E-05
22.2345,3.96E-05
22.23502,4.58E-05
22.23554,4.55E-05
22.23606,4.21E-05
22.23658,3.73E-05
22.2371,3.17E-05
22.23762,2.84E-05
22.23813,1.90E-05
22.23865,1.51E-06
22.23917,-1.12E-05
22.23969,-1.06E-05
22.24021,-1.01E-06
22.24073,9.06E-06
22.24125,1.68E-05
22.24177,2.05E-05
22.24229,1.73E-05
22.24281,8.56E-06
22.24333,2.18E-06
22.24385,3.52E-06
22.24437,5.87E-06
22.24488,5.04E-06
22.2454,5.04E-07
22.24592,-8.22E-06
22.24644,-1.78E-05
22.24696,-2.06E-05
22.24748,-1.90E-05
22.248,-2.06E-05
22.24852,-2.10E-05
22.24904,-9.06E-06
22.24956,9.90E-06
22.25008,2.33E-05
22.2506,2.75E-05
22.25112,2.70E-05
22.25163,2.43E-05
22.25215,1.91E-05
22.25267,1.39E-05
22.25319,1.02E-05
22.25371,1.04E-05
22.25423,1.56E-05
22.25475,2.40E-05
22.25527,3.14E-05
22.25579,3.54E-05
22.25631,3.84E-05
22.25683,4.28E-05
22.25735,4.73E-05
22.25787,5.12E-05
22.25838,5.34E-05
22.2589,4.92E-05
22.25942,3.83E-05
22.25994,2.85E-05
22.26046,2.57E-05
22.26098,3.27E-05
22.2615,4.55E-05
22.26202,5.62E-05
22.26254,6.51E-05
22.26306,7.27E-05
22.26358,7.87E-05
22.2641,8.41E-05
22.26462,8.91E-05
22.26513,9.21E-05
22.26565,8.96E-05
22.26617,8.26E-05
22.26669,7.49E-05
22.26721,6.75E-05
22.26773,6.36E-05
22.26825,6.66E-05
22.26877,7.34E-05
22.26929,7.74E-05
22.26981,7.70E-05
22.27033,7.50E-05
22.27085,7.22E-05
22.27137,6.70E-05
22.27188,5.81E-05
22.2724,4.80E-05
22.27292,4.20E-05
22.27344,4.08E-05
22.27396,3.58E-05
22.27448,2.23E-05
22.275,3.19E-06
22.27552,-1.98E-05
22.27604,-3.81E-05
22.27656,-4.08E-05
22.27708,-2.70E-05
22.2776,-4.36E-06
22.27812,1.58E-05
22.27864,2.72E-05
22.27915,2.87E-05
22.27967,2.33E-05
22.28019,1.58E-05
22.28071,8.90E-06
22.28123,8.39E-07
22.28175,-6.55E-06
22.28227,-9.23E-06
22.28279,-7.72E-06
22.28331,-5.54E-06
22.28383,-3.19E-06
22.28435,2.52E-06
22.28487,1.26E-05
22.28539,2.13E-05
22.2859,2.27E-05
22.28642,1.73E-05
22.28694,1.01E-05
22.28746,1.34E-06
22.28798,-7.22E-06
22.2885,-1.38E-05
22.28902,-1.61E-05
22.28954,-1.24E-05
22.29006,-7.05E-06
22.29058,-5.87E-06
22.2911,-5.54E-06
22.29162,-8.39E-07
22.29214,1.12E-05
22.29265,2.40E-05
22.29317,3.09E-05
22.29369,3.14E-05
22.29421,3.21E-05
22.29473,3.37E-05
22.29525,3.36E-05
22.29577,3.02E-05
22.29629,2.77E-05
22.29681,2.74E-05
22.29733,2.75E-05
22.29785,2.99E-05
22.29837,3.71E-05
22.29889,4.92E-05
22.2994,5.93E-05
22.29992,6.29E-05
22.30044,6.06E-05
22.30096,5.81E-05
22.30148,5.86E-05
22.302,5.66E-05
22.30252,4.77E-05
22.30304,3.51E-05
22.30356,2.35E-05
22.30408,1.44E-05
22.3046,5.04E-06
22.30511,-4.03E-06
22.30564,-5.54E-06
22.30615,1.68E-06
22.30667,1.06E-05
22.30719,1.63E-05
22.30771,1.64E-05
22.30823,9.57E-06
22.30875,-3.36E-07
22.30927,-9.23E-06
22.30979,-1.49E-05
22.31031,-1.66E-05
22.31083,-1.54E-05
22.31135,-1.39E-05
22.31186,-1.02E-05
22.31239,-5.04E-06
22.3129,-2.69E-06
22.31342,-6.38E-06
22.31394,-1.43E-05
22.31446,-2.22E-05
22.31498,-2.67E-05
22.3155,-2.25E-05
22.31602,-8.56E-06
22.31654,1.16E-05
22.31706,2.74E-05
22.31758,3.52E-05
22.3181,3.94E-05
22.31861,4.05E-05
22.31914,3.84E-05
22.31965,3.41E-05
22.32017,2.70E-05
22.32069,1.76E-05
22.32121,9.74E-06
22.32173,4.53E-06
22.32225,8.39E-07
22.32277,-1.68E-06
22.32329,-1.85E-06
22.32381,-3.02E-06
22.32433,-4.87E-06
22.32485,-4.20E-06
22.32537,1.85E-06
22.32589,9.23E-06
22.3264,1.33E-05
22.32692,1.53E-05
22.32744,1.63E-05
22.32796,1.70E-05
22.32848,2.37E-05
22.329,3.46E-05
22.32952,4.05E-05
22.33004,4.33E-05
22.33056,4.93E-05
22.33108,5.76E-05
22.3316,6.40E-05
22.33212,6.23E-05
22.33263,5.29E-05
22.33315,4.15E-05
22.33367,3.21E-05
22.33419,2.43E-05
22.33471,1.91E-05
22.33523,1.78E-05
22.33575,1.95E-05
22.33627,2.25E-05
22.33679,2.57E-05
22.33731,2.79E-05
22.33783,2.65E-05
22.33835,2.25E-05
22.33887,1.98E-05
22.33938,1.93E-05
22.3399,2.13E-05
22.34042,2.67E-05
22.34094,3.07E-05
22.34146,3.12E-05
22.34198,3.14E-05
22.3425,3.27E-05
22.34302,3.54E-05
22.34354,4.41E-05
22.34406,5.59E-05
22.34458,6.76E-05
22.3451,7.74E-05
22.34562,8.07E-05
22.34613,7.64E-05
22.34665,6.81E-05
22.34717,6.06E-05
22.34769,5.35E-05
22.34821,5.00E-05
22.34873,4.97E-05
22.34925,5.27E-05
22.34977,6.04E-05
22.35029,7.03E-05
22.35081,8.04E-05
22.35133,8.69E-05
22.35185,8.85E-05
22.35237,8.95E-05
22.35288,9.28E-05
22.3534,9.43E-05
22.35392,9.03E-05
22.35444,8.21E-05
22.35496,7.23E-05
22.35548,6.41E-05
22.356,5.89E-05
22.35652,5.54E-05
22.35704,5.25E-05
22.35756,4.87E-05
22.35808,4.43E-05
22.3586,4.01E-05
22.35912,3.47E-05
22.35963,3.07E-05
22.36015,3.21E-05
22.36067,4.06E-05
22.36119,5.86E-05
22.36171,8.11E-05
22.36223,9.68E-05
22.36275,0.000104234
22.36327,0.000105913
22.36379,0.000103899
22.36431,0.000101045
22.36483,9.65E-05
22.36535,9.05E-05
22.36587,8.36E-05
22.36638,7.74E-05
22.3669,7.13E-05
22.36742,6.26E-05
22.36794,5.05E-05
22.36846,3.99E-05
22.36898,3.14E-05
22.3695,2.20E-05
22.37002,7.05E-06
22.37054,-1.28E-05
22.37106,-3.61E-05
22.37158,-5.93E-05
22.3721,-7.77E-05
22.37262,-9.21E-05
22.37313,-0.000102892
22.37365,-0.000110948
22.37417,-0.000119677
22.37469,-0.000127733
22.37521,-0.00013193
22.37573,-0.000133776
22.37625,-0.000136965
22.37677,-0.000140993
22.37729,-0.000143847
22.37781,-0.000147204
22.37833,-0.000154589
22.37885,-0.000165332
22.37937,-0.00017641
22.37988,-0.000185809
22.3804,-0.000193195
22.38092,-0.000198901
22.38144,-0.00020293
22.38196,-0.000205615
22.38248,-0.000205615
22.383,-0.000201587
22.38352,-0.000197726
22.38404,-0.000196216
22.38456,-0.00019588
22.38508,-0.000195377
22.3856,-0.000195712
22.38612,-0.000195712
22.38663,-0.000189502
22.38715,-0.000175738
22.38767,-0.000157778
22.38819,-0.000137301
22.38871,-0.000112291
22.38923,-8.06E-05
22.38975,-4.31E-05
22.39027,-3.69E-06
22.39079,3.37E-05
22.39131,7.70E-05
22.39183,0.000130419
22.39235,0.000187823
22.39287,0.000235157
22.39338,0.000261677
22.3939,0.00026302
22.39442,0.000245899
22.39494,0.0002177
22.39546,0.000187152
22.39598,0.000158282
22.3965,0.000136126
22.39702,0.000128405
22.39754,0.000136126
22.39806,0.000146868
22.39858,0.000139483
22.3991,0.00010457
22.39962,4.72E-05
22.40014,-1.16E-05
22.40065,-4.41E-05
22.40117,-3.54E-05
22.40169,1.64E-05
22.40221,0.000106249
22.40273,0.000215686
22.40325,0.000322103
22.40377,0.000417273
22.40429,0.000493645
22.40481,0.000553567
22.40533,0.000592676
22.40585,0.000596704
22.40637,0.000563806
22.40689,0.000497337
22.4074,0.00040737
22.40792,0.0003122
22.40844,0.000230121
22.40896,0.000169696
22.40948,0.000131426
22.41,0.000114641
22.41052,0.000111955
22.41104,0.000119005
22.41156,0.000129748
22.41208,0.00013814
22.4126,0.000141161
22.41312,0.000136629
22.41364,0.000126558
22.41415,0.000111955
22.41467,9.35E-05
22.41519,7.42E-05
22.41571,6.08E-05
22.41623,6.40E-05
22.41675,9.03E-05
22.41727,0.00013579
22.41779,0.000187823
22.41831,0.000237171
22.41883,0.000263691
22.41935,0.00025362
22.41987,0.000214344
22.42039,0.00016231
22.4209,0.000105745
22.42142,4.28E-05
22.42194,-2.50E-05
22.42246,-9.15E-05
22.42298,-0.000148379
22.4235,-0.000194537
22.42402,-0.000230121
22.42454,-0.000246067
22.42506,-0.00023415
22.42558,-0.000199405
22.4261,-0.000156603
22.42661,-0.000125551
22.42714,-0.00012018
22.42765,-0.000139315
22.42817,-0.000169024
22.42869,-0.000195544
22.42921,-0.000211994
22.42973,-0.000221561
22.43025,-0.000228107
22.43077,-0.000232136
22.43129,-0.000233478
22.43181,-0.00023331
22.43233,-0.000234821
22.43285,-0.000236667
22.43336,-0.000236332
22.43389,-0.000232471
22.4344,-0.000227771
22.43492,-0.000222904
22.43544,-0.0002177
22.43596,-0.000213336
22.43648,-0.000207126
22.437,-0.000195377
22.43752,-0.000181109
22.43804,-0.000167849
22.43856,-0.000155932
22.43908,-0.000146197
22.4396,-0.000137469
22.44011,-0.000129412
22.44064,-0.000122026
22.44115,-0.00011313
22.44167,-0.00010222
22.44219,-8.86E-05
22.44271,-7.20E-05
22.44323,-5.35E-05
22.44375,-3.41E-05
22.44427,-1.43E-05
22.44479,4.20E-06
22.44531,2.00E-05
22.44583,3.07E-05
22.44635,3.68E-05
22.44687,4.20E-05
22.44739,4.68E-05
22.4479,4.82E-05
22.44842,4.60E-05
22.44894,4.13E-05
22.44946,3.31E-05
22.44998,2.40E-05
22.4505,1.91E-05
22.45102,1.91E-05
22.45154,2.32E-05
22.45206,3.34E-05
22.45258,4.88E-05
22.4531,6.70E-05
22.45362,8.22E-05
22.45413,9.45E-05
22.45465,0.000101213
22.45517,9.62E-05
22.45569,8.29E-05
22.45621,7.17E-05
22.45673,6.93E-05
22.45725,8.31E-05
22.45777,0.000114641
22.45829,0.000154757
22.45881,0.000190341
22.45933,0.000212833
22.45985,0.00022005
22.46037,0.000215351
22.46088,0.000202594
22.4614,0.000187152
22.46192,0.000171374
22.46244,0.000154589
22.46296,0.000134447
22.46348,0.000114641
22.464,0.00010222
22.46452,9.85E-05
22.46504,0.000106416
22.46556,0.00012253
22.46608,0.000137636
