Time,BicepsBrachiiR
21.26717,-1.12E-05
21.26769,-9.40E-06
21.26821,-7.72E-06
21.26873,-3.52E-06
21.26925,4.53E-06
21.26977,1.46E-05
21.27029,2.27E-05
21.27081,3.09E-05
21.27133,3.88E-05
21.27185,4.41E-05
21.27237,4.93E-05
21.27288,5.67E-05
21.2734,6.46E-05
21.27392,7.03E-05
21.27444,7.40E-05
21.27496,7.54E-05
21.27548,7.64E-05
21.276,7.77E-05
21.27652,7.74E-05
21.27704,7.55E-05
21.27756,7.45E-05
21.27808,7.27E-05
21.2786,6.56E-05
21.27912,5.25E-05
21.27963,3.91E-05
21.28015,3.04E-05
21.28067,2.64E-05
21.28119,2.94E-05
21.28171,3.83E-05
21.28223,5.02E-05
21.28275,6.16E-05
21.28327,6.97E-05
21.28379,7.30E-05
21.28431,7.34E-05
21.28483,7.22E-05
21.28535,6.90E-05
21.28587,6.58E-05
21.28638,6.26E-05
21.2869,5.94E-05
21.28742,5.62E-05
21.28794,5.35E-05
21.28846,4.85E-05
21.28898,4.28E-05
21.2895,4.08E-05
21.29002,4.11E-05
21.29054,4.35E-05
21.29106,4.72E-05
21.29158,4.78E-05
21.2921,4.70E-05
21.29262,4.52E-05
21.29313,4.21E-05
21.29365,3.84E-05
21.29417,3.27E-05
21.29469,2.67E-05
21.29521,2.35E-05
21.29573,2.38E-05
21.29625,2.55E-05
21.29677,2.52E-05
21.29729,2.50E-05
21.29781,2.74E-05
21.29833,2.97E-05
21.29885,2.94E-05
21.29937,2.67E-05
21.29988,2.20E-05
21.3004,1.71E-05
21.30092,1.46E-05
21.30144,1.29E-05
21.30196,8.06E-06
21.30248,5.04E-07
21.303,-5.04E-06
21.30352,-7.72E-06
21.30404,-1.09E-05
21.30456,-1.70E-05
21.30508,-2.27E-05
21.3056,-2.38E-05
21.30612,-2.10E-05
21.30663,-1.63E-05
21.30715,-1.29E-05
21.30767,-1.36E-05
21.30819,-1.71E-05
21.30871,-1.91E-05
21.30923,-1.73E-05
21.30975,-1.04E-05
21.31027,1.34E-06
21.31079,1.78E-05
21.31131,4.16E-05
21.31183,7.50E-05
21.31235,0.000111284
21.31287,0.000141161
21.31339,0.000156939
21.3139,0.000154589
21.31442,0.00014284
21.31494,0.000135454
21.31546,0.000138476
21.31598,0.000152071
21.3165,0.000171542
21.31702,0.00018497
21.31754,0.000183795
21.31806,0.000167681
21.31858,0.000142001
21.3191,0.000109941
21.31962,7.49E-05
21.32014,4.28E-05
21.32065,1.86E-05
21.32117,2.85E-06
21.32169,-6.21E-06
21.32221,-9.23E-06
21.32273,-1.01E-05
21.32325,-9.57E-06
21.32377,-1.14E-05
21.32429,-1.63E-05
21.32481,-2.22E-05
21.32533,-2.64E-05
21.32585,-3.00E-05
21.32637,-3.34E-05
21.32689,-3.44E-05
21.3274,-3.07E-05
21.32792,-2.42E-05
21.32844,-1.90E-05
21.32896,-1.80E-05
21.32948,-1.96E-05
21.33,-2.15E-05
21.33052,-2.55E-05
21.33104,-3.05E-05
21.33156,-3.46E-05
21.33208,-3.88E-05
21.3326,-4.35E-05
21.33312,-4.75E-05
21.33364,-5.27E-05
21.33415,-6.18E-05
21.33467,-7.50E-05
21.33519,-8.91E-05
21.33571,-9.25E-05
21.33623,-7.54E-05
21.33675,-3.94E-05
21.33727,3.19E-06
21.33779,4.28E-05
21.33831,7.60E-05
21.33883,0.000102388
21.33935,0.000120012
21.33986,0.000131426
21.34039,0.000141497
21.3409,0.000149386
21.34142,0.000155428
21.34194,0.000164492
21.34246,0.000179767
21.34298,0.000198566
21.3435,0.000215686
21.34402,0.000223072
21.34454,0.000214008
21.34506,0.000181613
21.34558,0.000130755
21.3461,7.89E-05
21.34661,3.61E-05
21.34714,2.52E-06
21.34765,-2.20E-05
21.34817,-4.21E-05
21.34869,-6.31E-05
21.34921,-8.27E-05
21.34973,-9.63E-05
21.35025,-0.000102892
21.35077,-0.00010457
21.35129,-0.000102892
21.35181,-9.72E-05
21.35233,-8.74E-05
21.35285,-7.87E-05
21.35336,-7.42E-05
21.35389,-7.37E-05
21.3544,-7.59E-05
21.35492,-7.84E-05
21.35544,-8.01E-05
21.35596,-7.86E-05
21.35648,-7.20E-05
21.357,-6.33E-05
21.35752,-5.69E-05
21.35804,-5.35E-05
21.35856,-5.12E-05
21.35908,-4.58E-05
21.3596,-3.54E-05
21.36012,-2.45E-05
21.36064,-1.71E-05
21.36115,-1.26E-05
21.36167,-1.02E-05
21.36219,-1.14E-05
21.36271,-1.09E-05
21.36323,-8.39E-07
21.36375,1.85E-05
21.36427,4.05E-05
21.36479,5.74E-05
21.36531,6.78E-05
21.36583,7.35E-05
21.36635,8.01E-05
21.36687,8.85E-05
21.36738,9.65E-05
21.3679,0.000103059
21.36842,0.000108934
21.36894,0.000114641
21.36946,0.000118669
21.36998,0.000120348
21.3705,0.000123034
21.37102,0.000127901
21.37154,0.000132769
21.37206,0.00013344
21.37258,0.000128405
21.3731,0.000121355
21.37362,0.000114305
21.37413,0.000103563
21.37465,8.66E-05
21.37517,6.66E-05
21.37569,4.52E-05
21.37621,2.30E-05
21.37673,-1.34E-06
21.37725,-2.53E-05
21.37777,-4.15E-05
21.37829,-4.11E-05
21.37881,-2.75E-05
21.37933,-1.46E-05
21.37985,-1.09E-05
21.38037,-1.36E-05
21.38088,-1.70E-05
21.3814,-2.05E-05
21.38192,-2.35E-05
21.38244,-2.45E-05
21.38296,-2.43E-05
21.38348,-2.10E-05
21.384,-1.56E-05
21.38452,-8.39E-06
21.38504,2.52E-06
21.38556,1.17E-05
21.38608,1.26E-05
21.3866,3.86E-06
21.38712,-9.23E-06
21.38763,-1.71E-05
21.38815,-1.63E-05
21.38867,-9.40E-06
21.38919,-4.70E-06
21.38971,-8.39E-06
21.39023,-1.78E-05
21.39075,-2.23E-05
21.39127,-1.76E-05
21.39179,-7.22E-06
21.39231,1.85E-06
21.39283,4.53E-06
21.39335,3.02E-06
21.39387,3.86E-06
21.39438,1.04E-05
21.3949,1.70E-05
21.39542,2.10E-05
21.39594,2.62E-05
21.39646,3.51E-05
21.39698,4.52E-05
21.3975,5.19E-05
21.39802,5.05E-05
21.39854,4.46E-05
21.39906,4.26E-05
21.39958,4.82E-05
21.4001,6.16E-05
21.40062,8.22E-05
21.40113,0.000104906
21.40165,0.00012018
21.40217,0.000120012
21.40269,0.000105577
21.40321,8.64E-05
21.40373,6.36E-05
21.40425,3.73E-05
21.40477,1.38E-05
21.40529,-1.17E-06
21.40581,-1.33E-05
21.40633,-2.70E-05
21.40685,-3.98E-05
21.40737,-4.55E-05
21.40788,-3.96E-05
21.4084,-2.90E-05
21.40892,-1.80E-05
21.40944,-5.54E-06
21.40996,4.20E-06
21.41048,7.22E-06
21.411,7.22E-06
21.41152,5.87E-06
21.41204,4.87E-06
21.41256,3.69E-06
21.41308,-2.52E-06
21.4136,-1.36E-05
21.41412,-1.85E-05
21.41463,-1.23E-05
21.41515,-4.20E-06
21.41567,-3.69E-06
21.41619,-1.04E-05
21.41671,-2.23E-05
21.41723,-3.39E-05
21.41775,-3.71E-05
21.41827,-3.11E-05
21.41879,-2.01E-05
21.41931,-9.57E-06
21.41983,3.52E-06
21.42035,1.81E-05
21.42087,3.04E-05
21.42138,3.86E-05
21.4219,4.25E-05
21.42242,4.53E-05
21.42294,4.92E-05
21.42346,4.92E-05
21.42398,4.43E-05
21.4245,4.15E-05
21.42502,4.05E-05
21.42554,3.58E-05
21.42606,2.13E-05
21.42658,1.01E-06
21.4271,-1.21E-05
21.42762,-1.16E-05
21.42813,1.51E-06
21.42865,1.91E-05
21.42917,3.54E-05
21.42969,4.65E-05
21.43021,5.52E-05
21.43073,6.33E-05
21.43125,6.80E-05
21.43177,6.75E-05
21.43229,6.09E-05
21.43281,5.05E-05
21.43333,4.45E-05
21.43385,4.35E-05
21.43437,4.62E-05
21.43489,4.99E-05
21.4354,5.09E-05
21.43592,5.22E-05
21.43644,5.56E-05
21.43696,5.72E-05
21.43748,5.76E-05
21.438,6.09E-05
21.43852,6.53E-05
21.43904,6.61E-05
21.43956,6.03E-05
21.44008,5.25E-05
21.4406,4.65E-05
21.44112,4.08E-05
21.44164,3.68E-05
21.44215,3.41E-05
21.44267,3.14E-05
21.44319,2.80E-05
21.44371,2.43E-05
21.44423,2.25E-05
21.44475,2.27E-05
21.44527,2.27E-05
21.44579,1.96E-05
21.44631,1.36E-05
21.44683,1.11E-05
21.44735,1.76E-05
21.44787,3.17E-05
21.44839,4.75E-05
21.4489,5.66E-05
21.44942,5.46E-05
21.44994,4.26E-05
21.45046,2.53E-05
21.45098,9.74E-06
21.4515,2.85E-06
21.45202,-5.04E-07
21.45254,-5.71E-06
21.45306,-1.33E-05
21.45358,-1.80E-05
21.4541,-1.64E-05
21.45462,-7.55E-06
21.45514,6.55E-06
21.45565,1.76E-05
21.45617,2.08E-05
21.45669,1.88E-05
21.45721,1.53E-05
21.45773,1.73E-05
21.45825,2.87E-05
21.45877,4.01E-05
21.45929,4.25E-05
21.45981,3.66E-05
21.46033,2.84E-05
21.46085,1.76E-05
21.46136,7.22E-06
21.46189,5.87E-06
21.4624,1.70E-05
21.46292,3.14E-05
21.46344,3.74E-05
21.46396,3.74E-05
21.46448,4.31E-05
21.465,5.35E-05
21.46552,5.99E-05
21.46604,6.09E-05
21.46656,6.19E-05
21.46708,6.73E-05
21.4676,7.57E-05
21.46811,8.01E-05
21.46864,7.70E-05
21.46915,6.97E-05
21.46967,5.98E-05
21.47019,4.88E-05
21.47071,3.78E-05
21.47123,2.58E-05
21.47175,1.66E-05
21.47227,1.29E-05
21.47279,9.23E-06
21.47331,8.39E-07
21.47383,-7.72E-06
21.47435,-6.04E-06
21.47486,2.18E-06
21.47539,9.57E-06
21.4759,1.49E-05
21.47642,2.11E-05
21.47694,2.80E-05
21.47746,3.27E-05
21.47798,3.44E-05
21.4785,3.61E-05
21.47902,4.01E-05
21.47954,4.26E-05
21.48006,3.74E-05
21.48058,2.37E-05
21.4811,7.89E-06
21.48162,-4.70E-06
21.48214,-1.53E-05
21.48265,-2.60E-05
21.48317,-2.90E-05
21.48369,-2.03E-05
21.48421,-9.23E-06
21.48473,-6.71E-06
21.48525,-1.24E-05
21.48577,-2.17E-05
21.48629,-3.37E-05
21.48681,-4.72E-05
21.48733,-4.95E-05
21.48785,-3.46E-05
21.48837,-1.51E-05
21.48888,-2.69E-06
21.4894,4.20E-06
21.48992,1.01E-05
21.49044,1.17E-05
21.49096,7.72E-06
21.49148,5.54E-06
21.492,7.22E-06
21.49252,1.26E-05
21.49304,2.00E-05
21.49356,2.90E-05
21.49408,3.64E-05
21.4946,4.15E-05
21.49512,4.35E-05
21.49563,4.40E-05
21.49615,4.65E-05
21.49667,4.78E-05
21.49719,4.72E-05
21.49771,4.46E-05
21.49823,3.88E-05
21.49875,3.26E-05
21.49927,2.94E-05
21.49979,2.95E-05
21.50031,3.26E-05
21.50083,3.83E-05
21.50135,4.21E-05
21.50187,4.58E-05
21.50238,4.99E-05
21.5029,4.99E-05
21.50342,4.58E-05
21.50394,4.28E-05
21.50446,4.52E-05
21.50498,4.99E-05
21.5055,5.30E-05
21.50602,5.09E-05
21.50654,4.41E-05
21.50706,3.78E-05
21.50758,3.47E-05
21.5081,3.37E-05
21.50862,3.00E-05
21.50913,2.58E-05
21.50965,2.30E-05
21.51017,2.10E-05
21.51069,1.73E-05
21.51121,1.16E-05
21.51173,6.21E-06
21.51225,4.20E-06
21.51277,1.68E-06
21.51329,-3.52E-06
21.51381,-1.09E-05
21.51433,-1.78E-05
21.51485,-1.93E-05
21.51537,-1.11E-05
21.51588,8.39E-07
21.5164,7.89E-06
21.51692,1.02E-05
21.51744,1.17E-05
21.51796,1.12E-05
21.51848,7.72E-06
21.519,1.68E-06
21.51952,-3.36E-06
21.52004,-4.53E-06
21.52056,-4.20E-06
21.52108,-3.86E-06
21.5216,-3.19E-06
21.52212,-6.04E-06
21.52263,-1.04E-05
21.52315,-1.28E-05
21.52367,-1.17E-05
21.52419,-1.04E-05
21.52471,-1.23E-05
21.52523,-1.83E-05
21.52575,-2.33E-05
21.52627,-2.15E-05
21.52679,-1.39E-05
21.52731,-3.02E-06
21.52783,8.22E-06
21.52835,2.11E-05
21.52887,3.46E-05
21.52938,4.65E-05
21.5299,5.35E-05
21.53042,5.62E-05
21.53094,5.46E-05
21.53146,4.95E-05
21.53198,4.33E-05
21.5325,3.66E-05
21.53302,2.65E-05
21.53354,1.39E-05
21.53406,4.87E-06
21.53458,6.88E-06
21.5351,1.93E-05
21.53562,3.11E-05
21.53613,3.74E-05
21.53665,4.21E-05
21.53717,4.60E-05
21.53769,4.60E-05
21.53821,4.45E-05
21.53873,4.21E-05
21.53925,3.81E-05
21.53977,3.27E-05
21.54029,2.67E-05
21.54081,2.18E-05
21.54133,2.00E-05
21.54185,2.13E-05
21.54237,2.62E-05
21.54288,3.74E-05
21.5434,5.15E-05
21.54392,6.03E-05
21.54444,5.81E-05
21.54496,5.00E-05
21.54548,4.41E-05
21.546,3.78E-05
21.54652,2.48E-05
21.54704,1.19E-05
21.54756,7.72E-06
21.54808,1.23E-05
21.5486,2.22E-05
21.54912,3.41E-05
21.54963,4.68E-05
21.55015,5.87E-05
21.55067,6.43E-05
21.55119,6.83E-05
21.55171,7.23E-05
21.55223,7.23E-05
21.55275,6.83E-05
21.55327,6.56E-05
21.55379,6.33E-05
21.55431,5.89E-05
21.55483,4.95E-05
21.55535,3.61E-05
21.55587,2.37E-05
21.55639,1.80E-05
21.5569,1.58E-05
21.55742,1.16E-05
21.55794,8.22E-06
21.55846,8.39E-06
21.55898,1.12E-05
21.5595,1.34E-05
21.56002,1.39E-05
21.56054,2.03E-05
21.56106,3.37E-05
21.56158,4.95E-05
21.5621,6.58E-05
21.56262,8.21E-05
21.56314,9.45E-05
21.56365,0.00010071
21.56417,0.000104402
21.56469,0.00011313
21.56521,0.000124712
21.56573,0.000129915
21.56625,0.000124712
21.56677,0.000112627
21.56729,9.58E-05
21.56781,7.42E-05
21.56833,5.09E-05
21.56885,2.99E-05
21.56937,1.80E-05
21.56989,1.80E-05
21.5704,2.35E-05
21.57092,2.72E-05
21.57144,2.77E-05
21.57196,2.40E-05
21.57248,1.98E-05
21.573,1.80E-05
21.57352,1.68E-05
21.57404,1.63E-05
21.57456,1.71E-05
21.57508,1.96E-05
21.5756,2.33E-05
21.57612,2.65E-05
21.57664,2.90E-05
21.57715,3.02E-05
21.57767,3.07E-05
21.57819,3.39E-05
21.57871,3.88E-05
21.57923,4.11E-05
21.57975,3.98E-05
21.58027,3.64E-05
21.58079,2.97E-05
21.58131,1.98E-05
21.58183,6.88E-06
21.58235,-1.06E-05
21.58286,-3.04E-05
21.58339,-4.82E-05
21.5839,-6.50E-05
21.58442,-8.02E-05
21.58494,-9.23E-05
21.58546,-0.000102388
21.58598,-0.000110781
21.5865,-0.000115648
21.58702,-0.000117998
21.58754,-0.000119341
21.58806,-0.000121187
21.58858,-0.00012488
21.5891,-0.00012958
21.58961,-0.00013344
21.59014,-0.000135454
21.59065,-0.000134615
21.59117,-0.00013344
21.59169,-0.000133944
21.59221,-0.000135454
21.59273,-0.000135119
21.59325,-0.00013109
21.59377,-0.000125048
21.59429,-0.000118334
21.59481,-0.000111116
21.59533,-0.000101549
21.59585,-9.10E-05
21.59636,-8.09E-05
21.59689,-7.49E-05
21.5974,-7.34E-05
21.59792,-7.64E-05
21.59844,-8.59E-05
21.59896,-0.000104906
21.59948,-0.000129915
21.6,-0.000155093
21.60052,-0.000175067
21.60104,-0.000183627
21.60156,-0.000175403
21.60208,-0.000141833
21.6026,-7.20E-05
21.60312,3.68E-05
21.60364,0.000172213
21.60415,0.000308003
21.60467,0.000418113
21.60519,0.000483238
21.60571,0.000501701
21.60623,0.000477867
21.60675,0.000423484
21.60727,0.000346273
21.60779,0.00025127
21.60831,0.000149218
21.60883,5.35E-05
21.60935,-1.78E-05
21.60987,-5.94E-05
21.61038,-8.14E-05
21.6109,-8.74E-05
21.61142,-6.92E-05
21.61194,-2.20E-05
21.61246,4.92E-05
21.61298,0.000132097
21.6135,0.000212329
21.61402,0.000288197
21.61454,0.000364065
21.61506,0.000434058
21.61558,0.00047921
21.6161,0.000487099
21.61662,0.000458396
21.61713,0.000406363
21.61765,0.000345266
21.61817,0.000286854
21.61869,0.000238682
21.61921,0.000202258
21.61973,0.000179599
21.62025,0.00017171
21.62077,0.000176745
21.62129,0.000181277
21.62181,0.000177081
21.62233,0.000163653
21.62285,0.000140154
21.62337,0.000103227
21.62388,5.49E-05
21.6244,-2.18E-06
21.62492,-6.73E-05
21.62544,-0.000133776
21.62596,-0.000176074
21.62648,-0.000168353
21.627,-0.000112291
21.62752,-4.31E-05
21.62804,5.87E-06
21.62856,2.20E-05
21.62908,1.80E-05
21.6296,3.24E-05
21.63012,8.98E-05
21.63063,0.000167346
21.63116,0.000217029
21.63167,0.000213001
21.63219,0.000163653
21.63271,9.43E-05
21.63323,1.86E-05
21.63375,-5.17E-05
21.63427,-0.000110613
21.63479,-0.000155932
21.63531,-0.000190509
21.63583,-0.000216022
21.63635,-0.000235157
21.63687,-0.00025127
21.63738,-0.000265034
21.6379,-0.000276951
21.63842,-0.00028719
21.63894,-0.000295415
21.63946,-0.000299107
21.63998,-0.000293233
21.6405,-0.000273762
21.64102,-0.00024271
21.64154,-0.000203265
21.64206,-0.00016231
21.64258,-0.000125719
21.6431,-9.67E-05
21.64362,-7.57E-05
21.64413,-5.99E-05
21.64465,-4.92E-05
21.64517,-4.33E-05
21.64569,-3.94E-05
21.64621,-3.46E-05
21.64673,-2.79E-05
21.64725,-1.66E-05
21.64777,-3.02E-06
21.64829,8.90E-06
21.64881,1.53E-05
21.64933,1.49E-05
21.64985,8.73E-06
21.65037,1.68E-07
21.65088,-8.22E-06
21.6514,-1.71E-05
21.65192,-2.55E-05
21.65244,-3.26E-05
21.65296,-3.68E-05
21.65348,-3.74E-05
21.654,-3.31E-05
21.65452,-2.37E-05
21.65504,-9.06E-06
21.65556,6.88E-06
21.65608,2.00E-05
21.6566,3.00E-05
21.65712,3.71E-05
21.65763,4.08E-05
21.65815,4.28E-05
21.65867,4.46E-05
21.65919,4.73E-05
21.65971,5.25E-05
21.66023,5.79E-05
21.66075,6.50E-05
21.66127,7.57E-05
21.66179,8.64E-05
21.66231,9.21E-05
21.66283,8.81E-05
21.66335,7.44E-05
21.66387,5.52E-05
21.66438,3.61E-05
21.6649,1.58E-05
21.66542,-3.69E-06
21.66594,-1.70E-05
21.66646,-2.13E-05
21.66698,-2.00E-05
21.6675,-1.56E-05
21.66802,-9.06E-06
21.66854,3.36E-06
21.66906,2.20E-05
21.66958,4.28E-05
21.6701,6.26E-05
21.67062,7.64E-05
21.67113,8.31E-05
21.67165,8.31E-05
21.67217,8.04E-05
21.67269,7.89E-05
21.67321,7.89E-05
21.67373,7.65E-05
21.67425,7.23E-05
21.67477,6.76E-05
21.67529,6.06E-05
21.67581,5.29E-05
21.67633,4.65E-05
21.67685,3.99E-05
21.67737,3.27E-05
21.67789,2.99E-05
21.6784,2.90E-05
21.67892,2.90E-05
21.67944,3.14E-05
21.67996,3.74E-05
21.68048,4.52E-05
21.681,5.04E-05
21.68152,5.22E-05
21.68204,5.24E-05
21.68256,5.25E-05
21.68308,5.25E-05
21.6836,5.22E-05
21.68412,5.09E-05
21.68464,4.95E-05
21.68515,4.92E-05
21.68567,5.20E-05
21.68619,5.69E-05
21.68671,6.03E-05
21.68723,6.08E-05
21.68775,6.08E-05
21.68827,6.41E-05
21.68879,6.83E-05
21.68931,7.07E-05
21.68983,7.15E-05
21.69035,6.87E-05
21.69087,6.29E-05
21.69139,5.72E-05
21.6919,5.22E-05
21.69242,4.85E-05
21.69294,4.55E-05
21.69346,4.52E-05
21.69398,4.95E-05
21.6945,5.86E-05
21.69502,6.60E-05
21.69554,6.92E-05
21.69606,7.03E-05
21.69658,7.03E-05
21.6971,6.87E-05
21.69762,6.36E-05
21.69814,5.61E-05
21.69865,5.09E-05
21.69917,4.78E-05
21.69969,4.11E-05
21.70021,2.95E-05
21.70073,1.44E-05
21.70125,3.19E-06
21.70177,-3.02E-06
21.70229,-8.56E-06
21.70281,-1.36E-05
21.70333,-1.49E-05
21.70385,-1.38E-05
21.70436,-1.16E-05
21.70489,-1.02E-05
21.7054,-1.12E-05
21.70592,-1.23E-05
21.70644,-1.02E-05
21.70696,-7.89E-06
21.70748,-9.23E-06
21.708,-1.44E-05
21.70852,-2.22E-05
21.70904,-3.17E-05
21.70956,-4.40E-05
21.71008,-5.76E-05
21.7106,-6.92E-05
21.71111,-7.49E-05
21.71164,-7.15E-05
21.71215,-5.49E-05
21.71267,-2.57E-05
21.71319,9.90E-06
21.71371,4.18E-05
21.71423,6.13E-05
21.71475,6.70E-05
21.71527,6.53E-05
21.71579,6.36E-05
21.71631,6.55E-05
21.71683,6.70E-05
21.71735,6.26E-05
21.71786,4.92E-05
21.71839,3.42E-05
21.7189,2.94E-05
21.71942,4.26E-05
21.71994,7.57E-05
21.72046,0.000121355
21.72098,0.000164996
21.7215,0.000191684
21.72202,0.000196552
21.72254,0.000182452
21.72306,0.000156771
21.72358,0.000126055
21.7241,9.42E-05
21.72462,6.16E-05
21.72514,3.32E-05
21.72565,1.59E-05
21.72617,7.72E-06
21.72669,3.19E-06
21.72721,-8.39E-07
21.72773,-6.55E-06
21.72825,-1.23E-05
21.72877,-1.63E-05
21.72929,-1.91E-05
21.72981,-2.33E-05
21.73033,-2.87E-05
21.73085,-2.94E-05
21.73137,-2.35E-05
21.73188,-1.66E-05
21.7324,-1.34E-05
21.73292,-1.28E-05
21.73344,-1.36E-05
21.73396,-1.41E-05
21.73448,-5.54E-06
21.735,8.22E-06
21.73552,1.44E-05
21.73604,1.39E-05
21.73656,1.26E-05
21.73708,1.48E-05
21.7376,2.00E-05
21.73812,2.33E-05
21.73863,2.32E-05
21.73915,2.06E-05
21.73967,1.95E-05
21.74019,2.00E-05
21.74071,2.22E-05
21.74123,2.40E-05
21.74175,2.45E-05
21.74227,2.53E-05
21.74279,2.72E-05
21.74331,2.94E-05
21.74383,3.14E-05
21.74435,3.21E-05
21.74487,3.04E-05
21.74538,2.84E-05
21.7459,2.47E-05
21.74642,1.86E-05
21.74694,1.26E-05
21.74746,8.22E-06
21.74798,6.55E-06
21.7485,7.22E-06
21.74902,6.55E-06
21.74954,4.87E-06
21.75006,4.53E-06
21.75058,5.71E-06
21.7511,6.38E-06
21.75162,6.21E-06
21.75213,7.89E-06
21.75266,1.26E-05
21.75317,1.66E-05
21.75369,1.68E-05
21.75421,1.28E-05
21.75473,7.22E-06
21.75525,6.04E-06
21.75577,7.72E-06
21.75629,1.12E-05
21.75681,2.06E-05
21.75733,3.41E-05
21.75785,4.62E-05
21.75837,5.35E-05
21.75888,5.39E-05
21.7594,4.72E-05
21.75992,4.35E-05
21.76044,5.02E-05
21.76096,6.09E-05
21.76148,6.97E-05
21.762,7.49E-05
21.76252,7.42E-05
21.76304,7.07E-05
21.76356,6.66E-05
21.76408,6.14E-05
21.7646,5.44E-05
21.76512,4.57E-05
21.76563,3.58E-05
21.76615,2.23E-05
21.76667,2.85E-06
21.76719,-2.03E-05
21.76771,-3.68E-05
21.76823,-4.31E-05
21.76875,-4.40E-05
21.76927,-4.40E-05
21.76979,-4.52E-05
21.77031,-4.36E-05
21.77083,-3.66E-05
21.77135,-2.64E-05
21.77187,-1.59E-05
21.77238,-1.06E-05
21.7729,-1.26E-05
21.77342,-1.54E-05
21.77394,-1.43E-05
21.77446,-1.23E-05
21.77498,-1.11E-05
21.7755,-8.22E-06
21.77602,-1.34E-06
21.77654,8.90E-06
21.77706,1.88E-05
21.77758,2.53E-05
21.7781,2.74E-05
21.77862,2.48E-05
21.77913,1.80E-05
21.77965,9.23E-06
21.78017,-3.02E-06
21.78069,-1.78E-05
21.78121,-2.89E-05
21.78173,-2.38E-05
21.78225,3.52E-06
21.78277,4.13E-05
21.78329,7.15E-05
21.78381,8.81E-05
21.78433,9.55E-05
21.78485,9.53E-05
21.78537,8.93E-05
21.78588,8.04E-05
21.7864,7.00E-05
21.78692,6.09E-05
21.78744,5.34E-05
21.78796,4.55E-05
21.78848,3.93E-05
21.789,3.79E-05
21.78952,4.01E-05
21.79004,4.40E-05
21.79056,4.73E-05
21.79108,4.82E-05
21.7916,4.65E-05
21.79212,4.15E-05
21.79263,3.44E-05
21.79315,2.92E-05
21.79367,2.74E-05
21.79419,2.43E-05
21.79471,1.95E-05
21.79523,1.48E-05
21.79575,1.33E-05
21.79627,1.38E-05
21.79679,1.46E-05
21.79731,1.71E-05
21.79783,2.20E-05
21.79835,2.97E-05
21.79887,3.88E-05
21.79939,4.82E-05
21.7999,5.76E-05
21.80042,6.23E-05
21.80094,5.76E-05
21.80146,4.48E-05
21.80198,2.94E-05
21.8025,1.24E-05
21.80302,-8.22E-06
21.80354,-2.94E-05
21.80406,-4.26E-05
21.80458,-3.79E-05
21.8051,-2.11E-05
21.80562,-7.22E-06
21.80614,-3.36E-07
21.80665,5.71E-06
21.80717,1.36E-05
21.80769,1.96E-05
21.80821,1.96E-05
21.80873,1.49E-05
21.80925,1.17E-05
21.80977,1.34E-05
21.81029,1.59E-05
21.81081,1.53E-05
21.81133,1.38E-05
21.81185,1.53E-05
21.81237,2.00E-05
21.81289,2.35E-05
21.8134,2.13E-05
21.81392,1.48E-05
21.81444,7.05E-06
21.81496,1.01E-06
21.81548,-4.36E-06
21.816,-8.56E-06
21.81652,-3.86E-06
21.81704,1.31E-05
21.81756,3.19E-05
21.81808,4.21E-05
21.8186,4.40E-05
21.81912,4.77E-05
21.81964,6.11E-05
21.82015,7.79E-05
21.82067,8.21E-05
21.82119,7.10E-05
21.82171,5.62E-05
21.82223,4.43E-05
21.82275,3.93E-05
21.82327,3.34E-05
21.82379,1.76E-05
21.82431,2.85E-06
21.82483,5.04E-07
21.82535,7.05E-06
21.82586,1.53E-05
21.82639,1.86E-05
21.8269,1.56E-05
21.82742,1.02E-05
21.82794,4.53E-06
21.82846,-2.85E-06
21.82898,-1.17E-05
21.8295,-2.22E-05
21.83002,-3.37E-05
21.83054,-4.15E-05
21.83106,-3.96E-05
21.83158,-2.84E-05
21.8321,-1.19E-05
21.83261,6.55E-06
21.83314,2.23E-05
21.83365,3.00E-05
21.83417,3.07E-05
21.83469,3.19E-05
21.83521,3.91E-05
21.83573,5.07E-05
21.83625,6.13E-05
21.83677,6.92E-05
21.83729,7.64E-05
21.83781,8.11E-05
21.83833,7.37E-05
21.83885,5.35E-05
21.83937,3.21E-05
21.83989,1.38E-05
21.8404,-4.87E-06
21.84092,-2.27E-05
21.84144,-2.84E-05
21.84196,-1.95E-05
21.84248,-6.88E-06
21.843,-3.36E-07
21.84352,-7.72E-06
21.84404,-3.02E-05
21.84456,-5.74E-05
21.84508,-6.93E-05
21.8456,-5.29E-05
21.84612,-1.51E-05
21.84664,2.87E-05
21.84715,6.41E-05
21.84767,8.24E-05
21.84819,8.58E-05
21.84871,8.31E-05
21.84923,7.50E-05
21.84975,6.50E-05
21.85027,5.66E-05
21.85079,5.20E-05
21.85131,5.46E-05
21.85183,6.36E-05
21.85235,7.02E-05
21.85287,7.07E-05
21.85338,7.20E-05
21.8539,7.37E-05
21.85442,6.81E-05
21.85494,5.40E-05
21.85546,3.78E-05
21.85598,2.94E-05
21.8565,3.21E-05
21.85702,3.88E-05
21.85754,4.21E-05
21.85806,3.89E-05
21.85858,3.00E-05
21.8591,1.59E-05
21.85962,-6.71E-07
21.86013,-1.38E-05
21.86065,-2.17E-05
21.86117,-2.17E-05
21.86169,-9.40E-06
21.86221,8.73E-06
21.86273,2.06E-05
21.86325,2.37E-05
