Time,C7[0],C7[1],C7[2],C7[3],CLAV[0],CLAV[1],CLAV[2],CLAV[3],LANK[0],LANK[1],LANK[2],LANK[3],LASI[0],LASI[1],LASI[2],LASI[3],LBHD[0],LBHD[1],LBHD[2],LBHD[3],LELB[0],LELB[1],LELB[2],LELB[3],LFHD[0],LFHD[1],LFHD[2],LFHD[3],LFIN[0],LFIN[1],LFIN[2],LFIN[3],LFRM[0],LFRM[1],LFRM[2],LFRM[3],LHEE[0],LHEE[1],LHEE[2],LHEE[3],LKNE[0],LKNE[1],LKNE[2],LKNE[3],LPSI[0],LPSI[1],LPSI[2],LPSI[3],LSHO[0],LSHO[1],LSHO[2],LSHO[3],LTHI[0],LTHI[1],LTHI[2],LTHI[3],LTIB[0],LTIB[1],LTIB[2],LTIB[3],LTOE[0],LTOE[1],LTOE[2],LTOE[3],LUPA[0],LUPA[1],LUPA[2],LUPA[3],LWRA[0],LWRA[1],LWRA[2],LWRA[3],LWRB[0],LWRB[1],LWRB[2],LWRB[3],RANK[0],RANK[1],RANK[2],RANK[3],RASI[0],RASI[1],RASI[2],RASI[3],RBAK[0],RBAK[1],RBAK[2],RBAK[3],RBHD[0],RBHD[1],RBHD[2],RBHD[3],RELB[0],RELB[1],RELB[2],RELB[3],RFHD[0],RFHD[1],RFHD[2],RFHD[3],RFIN[0],RFIN[1],RFIN[2],RFIN[3],RFRM[0],RFRM[1],RFRM[2],RFRM[3],RHEE[0],RHEE[1],RHEE[2],RHEE[3],RKNE[0],RKNE[1],RKNE[2],RKNE[3],RPSI[0],RPSI[1],RPSI[2],RPSI[3],RSHO[0],RSHO[1],RSHO[2],RSHO[3],RTHI[0],RTHI[1],RTHI[2],RTHI[3],RTIB[0],RTIB[1],RTIB[2],RTIB[3],RTOE[0],RTOE[1],RTOE[2],RTOE[3],RUPA[0],RUPA[1],RUPA[2],RUPA[3],RWRA[0],RWRA[1],RWRA[2],RWRA[3],RWRB[0],RWRB[1],RWRB[2],RWRB[3],STRN[0],STRN[1],STRN[2],STRN[3],T10[0],T10[1],T10[2],T10[3]
6.72,-0.375143081,2.158789396,1.411616921,1,-0.550288737,2.15849185,1.362871408,1,-0.463422865,1.882681727,0.062461715,1,-0.535416067,2.023169518,0.876282275,1,-0.322751254,2.119778872,1.527987599,1,-0.615699828,1.810630798,1.458717585,1,-0.391560704,2.045720339,1.583112717,1,-0.883991659,1.590268373,1.541353941,1,-0.698347211,1.740989685,1.489897132,1,-0.47756958,1.956298709,-0.001737836,1,-0.469699234,1.880176663,0.455871075,1,-0.342287987,2.106547117,0.920429826,1,-0.466585785,2.017913103,1.434952378,1,-0.441372186,1.903630018,0.584801674,1,-0.440680385,1.864091992,0.261868864,1,-0.584850669,1.786099076,0.04123459,1,-0.533634007,1.871139884,1.424726844,1,-0.825784624,1.673172474,1.561132073,1,-0.847708404,1.680041313,1.471599221,1,-0.405481368,2.305922508,0.048156936,1,-0.574439526,2.25412488,0.886812627,1,-0.345575124,2.247846842,1.301511288,1,-0.394132227,2.255027294,1.56564939,1,-0.410046339,2.563744545,1.2792449,1,-0.487947315,2.198865891,1.627151728,1,-0.656749725,2.710862637,1.076534271,1,-0.487600386,2.641322136,1.218152881,1,-0.340355039,2.256664991,0.009051565,1,-0.568271279,2.283673048,0.435909867,1,-0.357837886,2.215316772,0.92184931,1,-0.440006167,2.317756176,1.411979795,1,-0.569507599,2.307426214,0.705691695,1,-0.483343363,2.308313131,0.161951944,1,-0.547424018,2.245033026,0.03021363,1,-0.395888627,2.458799839,1.332946539,1,-0.585333526,2.639712572,1.092138052,1,-0.565770566,2.71619463,1.152011156,1,-0.594742239,2.138913631,1.190038919,1,-0.338171691,2.140170813,1.206362128,1
6.74,-0.368708372,2.157594442,1.409137845,1,-0.546070755,2.160271645,1.366079688,1,-0.466201752,1.881616592,0.063640952,1,-0.544744611,2.016737938,0.880075097,1,-0.316418678,2.120974779,1.52689147,1,-0.603001833,1.816974878,1.486033559,1,-0.385412395,2.048429489,1.584241509,1,-0.858719528,1.59652698,1.60114634,1,-0.681049168,1.747535348,1.528115749,1,-0.478266537,1.955729127,0.000281031,1,-0.481674105,1.872263789,0.456319988,1,-0.350022256,2.097245455,0.919199347,1,-0.460184216,2.02250576,1.439565897,1,-0.454177171,1.895326495,0.585042417,1,-0.448127091,1.859717607,0.262869686,1,-0.586918056,1.784981012,0.037015624,1,-0.524918437,1.876028061,1.443192363,1,-0.802281678,1.682226658,1.612108588,1,-0.83095938,1.683270454,1.52436626,1,-0.405847371,2.304859638,0.048838329,1,-0.580775023,2.248039007,0.887152612,1,-0.340257049,2.240895271,1.297155261,1,-0.386357009,2.257541418,1.562918425,1,-0.388046056,2.558894634,1.285401464,1,-0.479929119,2.203301668,1.626672029,1,-0.652491033,2.710494757,1.113255858,1,-0.469282955,2.638560534,1.235200405,1,-0.34048447,2.255689621,0.009391934,1,-0.573014915,2.278826714,0.434675187,1,-0.365016252,2.206308842,0.919472754,1,-0.427813768,2.314264536,1.410497785,1,-0.57574296,2.300320148,0.704917371,1,-0.485616863,2.306428432,0.162150264,1,-0.547800183,2.244534016,0.030040432,1,-0.377868682,2.45275116,1.333088756,1,-0.579296052,2.639709234,1.120639324,1,-0.553865194,2.715438366,1.178650856,1,-0.595227242,2.138463974,1.194216609,1,-0.339169234,2.133464813,1.20387423,1
6.76,-0.362683475,2.155735493,1.405456901,1,-0.542157829,2.161507368,1.368343234,1,-0.469017714,1.880437493,0.065189987,1,-0.553927362,2.010158062,0.883123875,1,-0.310282737,2.121576548,1.524606705,1,-0.588917017,1.823557854,1.509710908,1,-0.37915653,2.050732851,1.584342957,1,-0.831777394,1.606388211,1.654739261,1,-0.662431121,1.755443335,1.560972929,1,-0.479011744,1.955026627,0.002456349,1,-0.493984282,1.864146471,0.456320077,1,-0.357863367,2.08759284,0.917505503,1,-0.453622401,2.026634932,1.442670703,1,-0.467140973,1.886790514,0.584732473,1,-0.456244856,1.854749322,0.26366359,1,-0.589284241,1.783105731,0.034062266,1,-0.515313506,1.880784869,1.458604693,1,-0.775714457,1.693216085,1.65766108,1,-0.81120491,1.689072609,1.572084427,1,-0.406110018,2.304054976,0.049425956,1,-0.586867034,2.24160862,0.887118816,1,-0.33601135,2.233849764,1.29189527,1,-0.378813207,2.259302139,1.559051752,1,-0.366980761,2.552303791,1.28830719,1,-0.471791655,2.207122803,1.625049353,1,-0.646543264,2.707075596,1.148909926,1,-0.451318502,2.63305068,1.248747706,1,-0.340540737,2.255119324,0.009587993,1,-0.578007698,2.273781061,0.43330577,1,-0.371706128,2.196784735,0.916806161,1,-0.416333795,2.309998274,1.407975912,1,-0.581978202,2.293503761,0.70375675,1,-0.486519426,2.303644657,0.161711752,1,-0.548059762,2.24409318,0.029956184,1,-0.36084941,2.445797443,1.331071734,1,-0.573232353,2.63658452,1.148103118,1,-0.541186273,2.7121346,1.202915907,1,-0.595653236,2.137505054,1.197604179,1,-0.339395076,2.126222849,1.200954556,1
6.78,-0.356687784,2.153438568,1.401199698,1,-0.537930906,2.162046432,1.369417191,1,-0.472137034,1.879647732,0.066931583,1,-0.56282419,2.003345728,0.885611355,1,-0.304813594,2.121545315,1.521228194,1,-0.573955059,1.830446959,1.52941668,1,-0.372872978,2.052358866,1.583285332,1,-0.802401602,1.61830318,1.702822566,1,-0.642485142,1.764316201,1.58959341,1,-0.480127037,1.954660535,0.004534367,1,-0.507209539,1.855721593,0.455953509,1,-0.365412742,2.077722788,0.915435076,1,-0.447762877,2.029979229,1.444147706,1,-0.479788899,1.877831221,0.584089041,1,-0.464834064,1.849213839,0.264754564,1,-0.590313852,1.781231761,0.032079779,1,-0.505042434,1.88547492,1.471222997,1,-0.748616278,1.705724597,1.697353005,1,-0.789624929,1.696471214,1.614987016,1,-0.406310588,2.303378582,0.049634594,1,-0.593006432,2.234968901,0.88670367,1,-0.331581831,2.226545811,1.286131859,1,-0.37141788,2.260532379,1.55403316,1,-0.347415566,2.544407845,1.287756801,1,-0.463609815,2.210292578,1.622669578,1,-0.638875544,2.701218843,1.182905912,1,-0.433460563,2.626213789,1.259292364,1,-0.340560764,2.254848719,0.009648702,1,-0.582790494,2.26867485,0.431561977,1,-0.378174156,2.187021494,0.913841367,1,-0.405648082,2.305444956,1.404224038,1,-0.588356256,2.286581278,0.702296078,1,-0.488603503,2.302005529,0.161538333,1,-0.548001528,2.243955135,0.029829554,1,-0.346139938,2.438396931,1.327000141,1,-0.565548837,2.631267309,1.173460007,1,-0.528023064,2.706513405,1.224545836,1,-0.597010195,2.136013269,1.200171113,1,-0.340674311,2.118933201,1.197279572,1
6.8,-0.351017863,2.150331497,1.396246552,1,-0.533816159,2.161813736,1.369482517,1,-0.474883705,1.878758669,0.068958916,1,-0.571654379,1.996158004,0.887471616,1,-0.298909158,2.120907068,1.51702559,1,-0.558782518,1.837231398,1.545844793,1,-0.366424054,2.05341363,1.581438422,1,-0.771908283,1.632063508,1.745467305,1,-0.622242033,1.773157001,1.613571048,1,-0.480861932,1.954447627,0.006889363,1,-0.520854533,1.846726537,0.455606818,1,-0.373144567,2.067834139,0.912838578,1,-0.442104578,2.032200813,1.444742918,1,-0.492416769,1.868480802,0.583218932,1,-0.473320931,1.843288422,0.26597327,1,-0.591303349,1.78042078,0.031029301,1,-0.494438529,1.889796376,1.481298208,1,-0.720588207,1.719715357,1.731732368,1,-0.766158283,1.705102324,1.652704835,1,-0.406650662,2.303000212,0.049750004,1,-0.599008918,2.227721691,0.885682404,1,-0.328808904,2.21919775,1.279536963,1,-0.363871127,2.260979891,1.548347473,1,-0.329799354,2.535761595,1.28392601,1,-0.455428362,2.212663889,1.619356036,1,-0.629640877,2.692998171,1.2148875,1,-0.416373581,2.618100643,1.266941786,1,-0.340530813,2.25471735,0.009578074,1,-0.587600231,2.263699293,0.429616481,1,-0.384790093,2.177273512,0.910380721,1,-0.395935148,2.300598145,1.399287462,1,-0.594378829,2.280023575,0.700391531,1,-0.489522904,2.299538136,0.161072761,1,-0.548004627,2.243839264,0.029824395,1,-0.332630962,2.430007696,1.320322514,1,-0.557163358,2.623646498,1.196935296,1,-0.514353931,2.699091196,1.243446827,1,-0.597854912,2.133879423,1.201813102,1,-0.342213213,2.11167264,1.1929667,1
6.82,-0.346283376,2.146849394,1.390827656,1,-0.529901922,2.160945415,1.368320465,1,-0.477455825,1.877897978,0.071338892,1,-0.579947472,1.988887191,0.888630927,1,-0.293009371,2.119752169,1.512073874,1,-0.543573558,1.843311667,1.559482098,1,-0.359988242,2.053732634,1.578621864,1,-0.740362346,1.646091461,1.7825284,1,-0.602069438,1.781909108,1.633924365,1,-0.481448561,1.954169631,0.009733482,1,-0.53445667,1.83734417,0.455223799,1,-0.380598307,2.057719707,0.909914196,1,-0.4379026,2.033652544,1.443891525,1,-0.50532347,1.858842134,0.582223117,1,-0.48208788,1.838224173,0.267233849,1,-0.592230082,1.77962327,0.030755527,1,-0.483915031,1.893620729,1.489223838,1,-0.692551613,1.734148979,1.761004448,1,-0.74208051,1.713848352,1.685440183,1,-0.406980962,2.302661657,0.049845971,1,-0.604861975,2.22039175,0.884203672,1,-0.326105922,2.211662292,1.272356987,1,-0.356307238,2.260560036,1.542128325,1,-0.314581752,2.526331902,1.277876854,1,-0.447326303,2.214334011,1.615260482,1,-0.61829108,2.681946516,1.244473577,1,-0.400422364,2.608936787,1.271799564,1,-0.340445787,2.254620552,0.009378642,1,-0.592620194,2.259034872,0.427312195,1,-0.391261429,2.167224169,0.90658462,1,-0.38711381,2.295245886,1.392927885,1,-0.600097835,2.272893906,0.698285282,1,-0.491183847,2.29779768,0.160551637,1,-0.547944725,2.243836164,0.029904943,1,-0.321383625,2.422014236,1.312273026,1,-0.547337055,2.614375114,1.217765927,1,-0.500389993,2.689593315,1.259586334,1,-0.599151313,2.131036282,1.202529073,1,-0.343675703,2.104233503,1.188203812,1
6.84,-0.340954065,2.142552376,1.384754896,1,-0.526146889,2.159317732,1.366062403,1,-0.479743868,1.87671411,0.07407932,1,-0.588297725,1.981511354,0.889147103,1,-0.287065148,2.117755175,1.506203055,1,-0.528658211,1.849148512,1.570315242,1,-0.353526771,2.053466558,1.574863076,1,-0.70918864,1.660940528,1.8139323,1,-0.581811547,1.790681124,1.650644302,1,-0.482172787,1.953708529,0.013192862,1,-0.548517108,1.827791929,0.454725772,1,-0.387349635,2.04714489,0.90662545,1,-0.432289034,2.033810377,1.441751242,1,-0.51850754,1.849067211,0.581037641,1,-0.490750372,1.832843661,0.268704683,1,-0.592724204,1.778789282,0.030236915,1,-0.473480731,1.896934986,1.495028973,1,-0.66480267,1.748581171,1.784816742,1,-0.71746105,1.722158194,1.713286877,1,-0.407059282,2.302423716,0.049881916,1,-0.611110866,2.213051319,0.882444859,1,-0.323112458,2.204012632,1.264474154,1,-0.349161386,2.259969234,1.534663558,1,-0.301354825,2.516379833,1.270122051,1,-0.439161509,2.21539855,1.60998714,1,-0.605260074,2.669936895,1.271484494,1,-0.38592419,2.598562241,1.274032235,1,-0.340377837,2.254548073,0.009204385,1,-0.598302841,2.254547119,0.424850464,1,-0.397439122,2.156781673,0.902098536,1,-0.379093856,2.289630651,1.38553834,1,-0.605698168,2.265913725,0.695963442,1,-0.49216795,2.295989275,0.159727827,1,-0.547863662,2.24391675,0.030102627,1,-0.311232924,2.413813353,1.302337646,1,-0.537243009,2.603533745,1.236153126,1,-0.48687017,2.679292679,1.27327919,1,-0.600262403,2.127510071,1.202331185,1,-0.345141143,2.096782923,1.182753205,1
6.86,-0.336593002,2.137709618,1.377681971,1,-0.522729635,2.156970024,1.362894773,1,-0.481894195,1.874993086,0.07740546,1,-0.596191049,1.974192142,0.888964713,1,-0.281322718,2.115194559,1.499159217,1,-0.513700068,1.854175806,1.577701449,1,-0.347094595,2.052636147,1.569994092,1,-0.678330898,1.67500627,1.838960171,1,-0.561786473,1.798942685,1.66342783,1,-0.48249048,1.952944756,0.017378038,1,-0.562778771,1.818065166,0.453927815,1,-0.394557178,2.036477566,0.902593017,1,-0.427074254,2.03336215,1.438335061,1,-0.532268465,1.83930397,0.579529047,1,-0.499500275,1.82686162,0.270361215,1,-0.593613207,1.777739525,0.03001684,1,-0.463203102,1.899285197,1.497854471,1,-0.637638032,1.762171984,1.80354476,1,-0.692870021,1.730910659,1.735896468,1,-0.407025665,2.302180052,0.04998054,1,-0.615445673,2.205802202,0.879817128,1,-0.320094675,2.196017265,1.25596714,1,-0.342380732,2.258325577,1.526087523,1,-0.289395839,2.506441116,1.260624528,1,-0.431280553,2.215561867,1.603716135,1,-0.59100771,2.657290936,1.295974493,1,-0.371661037,2.587226629,1.273680925,1,-0.340325117,2.254482269,0.00908219,1,-0.603677094,2.250387192,0.421995074,1,-0.403926969,2.146121502,0.896976709,1,-0.371772647,2.283631086,1.377271295,1,-0.611249566,2.25929141,0.693306804,1,-0.493929952,2.294344902,0.15931502,1,-0.547779858,2.244133234,0.030481877,1,-0.302828074,2.405510664,1.291475773,1,-0.52619344,2.591564655,1.252633214,1,-0.473295599,2.667902946,1.284048796,1,-0.601147175,2.123447895,1.201220393,1,-0.34635812,2.089009762,1.176198959,1
6.88,-0.332386106,2.132442951,1.369663,1,-0.519579709,2.153828621,1.358832121,1,-0.483956605,1.872733831,0.081270806,1,-0.603681922,1.96671021,0.887916863,1,-0.275947869,2.112080097,1.490871549,1,-0.499586314,1.858067751,1.581947803,1,-0.340624958,2.050599098,1.563745022,1,-0.648637593,1.688197613,1.858238935,1,-0.542552888,1.805625081,1.672085881,1,-0.48276332,1.951916575,0.022688415,1,-0.577905953,1.807564974,0.452988535,1,-0.401689768,2.02598381,0.897713959,1,-0.421915978,2.032192945,1.433739543,1,-0.546435297,1.829179287,0.577737033,1,-0.508995593,1.819745421,0.272430658,1,-0.594172299,1.776756287,0.030145716,1,-0.453339249,1.900614023,1.498684645,1,-0.611750126,1.774673581,1.817468882,1,-0.66924578,1.739648938,1.75412941,1,-0.407193869,2.301836729,0.050117631,1,-0.621418238,2.198568344,0.876934648,1,-0.318683892,2.188051701,1.246615052,1,-0.335889578,2.255745888,1.516632795,1,-0.279454499,2.495611906,1.249560356,1,-0.423594624,2.214581013,1.59637475,1,-0.575360537,2.643538237,1.317563772,1,-0.358855993,2.575893164,1.272330403,1,-0.340293139,2.254363775,0.008973255,1,-0.609879255,2.246309519,0.418787748,1,-0.409908593,2.135612488,0.891407013,1,-0.365272403,2.277270079,1.368207097,1,-0.616927087,2.252652168,0.690157056,1,-0.495334387,2.292834997,0.158051223,1,-0.547726154,2.244288206,0.030832263,1,-0.295842618,2.396752596,1.279458165,1,-0.51417321,2.578598022,1.267587066,1,-0.460044444,2.657211542,1.293686032,1,-0.601727247,2.118924141,1.199180007,1,-0.34689799,2.08079648,1.168830633,1
6.9,-0.328471512,2.1267941,1.360721469,1,-0.516016424,2.149621725,1.353515863,1,-0.485898405,1.869712949,0.08605589,1,-0.610942125,1.959009886,0.885892212,1,-0.270685762,2.108085871,1.481743693,1,-0.486095339,1.860515475,1.58379209,1,-0.334444016,2.047921181,1.556563735,1,-0.621026695,1.699434638,1.872254848,1,-0.524530232,1.810466766,1.677292109,1,-0.482932359,1.950158954,0.02922418,1,-0.59349817,1.796347976,0.452027768,1,-0.4087286,2.016012192,0.892028928,1,-0.416610956,2.030157328,1.42800951,1,-0.561055779,1.818686962,0.575840771,1,-0.518854082,1.812253356,0.274837017,1,-0.594871402,1.775976539,0.030406751,1,-0.443640172,1.900836468,1.497568727,1,-0.587037683,1.784471631,1.82697165,1,-0.647066891,1.746671319,1.767396331,1,-0.407328129,2.301456213,0.050255578,1,-0.627129138,2.191004515,0.873441517,1,-0.317327708,2.179909229,1.23664391,1,-0.329739869,2.252230406,1.506617427,1,-0.271845251,2.4849298,1.237047076,1,-0.416139543,2.212290525,1.588231206,1,-0.558167756,2.628706694,1.336886644,1,-0.346758783,2.564958811,1.269452333,1,-0.340186298,2.254301786,0.008925245,1,-0.616627872,2.242169142,0.415031791,1,-0.415374041,2.125403404,0.885263383,1,-0.359689713,2.27018261,1.358197451,1,-0.622962117,2.245753765,0.686502337,1,-0.496437103,2.290791988,0.156618357,1,-0.547649086,2.244354725,0.031212112,1,-0.290197372,2.388120413,1.267046452,1,-0.501282394,2.565422535,1.280807853,1,-0.446305573,2.645474911,1.300975204,1,-0.602355838,2.113660097,1.196285844,1,-0.347700745,2.072434425,1.160521388,1
6.92,-0.325170368,2.120656967,1.35076344,1,-0.512986362,2.144571543,1.347628832,1,-0.487880558,1.865749359,0.091342546,1,-0.617910683,1.951112509,0.882825971,1,-0.265722066,2.103418827,1.471893072,1,-0.473081738,1.861169457,1.582985997,1,-0.328229994,2.044060469,1.548328161,1,-0.595835626,1.707837224,1.881283998,1,-0.507647991,1.813367486,1.679324031,1,-0.483466268,1.947911501,0.036932215,1,-0.609242439,1.784793377,0.451343745,1,-0.415238053,2.006214619,0.885607421,1,-0.411329687,2.026975393,1.421343207,1,-0.575519741,1.807980895,0.573699057,1,-0.528727233,1.804551959,0.277993768,1,-0.595455945,1.774681807,0.030937623,1,-0.434318423,1.899601221,1.494368196,1,-0.563325524,1.791800022,1.832574606,1,-0.626290083,1.752243757,1.776284456,1,-0.407568246,2.301116705,0.050539959,1,-0.632711709,2.183271885,0.868945062,1,-0.316398859,2.171754122,1.22603488,1,-0.324165225,2.247879744,1.495982885,1,-0.265507102,2.474333525,1.22392571,1,-0.409370214,2.209096909,1.579547167,1,-0.539961636,2.613148689,1.35373199,1,-0.335496277,2.553497314,1.264958501,1,-0.340183318,2.254222155,0.009022179,1,-0.624094844,2.237549782,0.410467595,1,-0.421216756,2.115436792,0.878518105,1,-0.354925722,2.262651682,1.347776055,1,-0.62947005,2.238603592,0.682103217,1,-0.499095798,2.289241552,0.155327156,1,-0.547581792,2.244314671,0.031322461,1,-0.285917968,2.379219294,1.254050612,1,-0.487453014,2.551747322,1.291589379,1,-0.432759136,2.632609606,1.306543231,1,-0.60325253,2.107542038,1.192536831,1,-0.348672569,2.063830614,1.151700377,1
6.94,-0.321837425,2.113745451,1.340080738,1,-0.510334134,2.138463259,1.340994716,1,-0.489651442,1.860765934,0.097825192,1,-0.624622703,1.943040133,0.878879309,1,-0.261148125,2.098234892,1.461237669,1,-0.460954309,1.860362053,1.57984972,1,-0.322154343,2.039332151,1.539017797,1,-0.572656751,1.714028716,1.886079073,1,-0.492306441,1.8148489,1.678394556,1,-0.482992351,1.944572926,0.045731075,1,-0.624923587,1.772868514,0.450476944,1,-0.421866626,1.996496677,0.878438532,1,-0.406269789,2.022986889,1.413503766,1,-0.589611232,1.796637893,0.571381867,1,-0.538770676,1.796202898,0.281646371,1,-0.595852375,1.772846699,0.031503879,1,-0.425688684,1.897001266,1.489235282,1,-0.541993856,1.796761751,1.834478259,1,-0.607180774,1.756494999,1.781303525,1,-0.407954812,2.300462484,0.050988551,1,-0.63833493,2.175202608,0.86375016,1,-0.316191405,2.163589239,1.21492517,1,-0.319490373,2.242767334,1.484672904,1,-0.260257691,2.463330507,1.210586667,1,-0.403276145,2.204615831,1.570122123,1,-0.520489514,2.596819878,1.36827898,1,-0.325015813,2.540910482,1.259819508,1,-0.340365022,2.253942728,0.0093631,1,-0.632251561,2.232498646,0.405284822,1,-0.427145094,2.105710983,0.871046901,1,-0.350946099,2.254693747,1.336860895,1,-0.636108041,2.231393337,0.676981449,1,-0.502145052,2.28716135,0.153742,1,-0.547747433,2.24409914,0.031188244,1,-0.282586485,2.369608641,1.240705967,1,-0.472529441,2.537435532,1.29942143,1,-0.41850403,2.618327379,1.311578989,1,-0.604328215,2.100767374,1.187948346,1,-0.350078136,2.055368662,1.142234445,1
6.96,-0.319099456,2.106561661,1.328886032,1,-0.508224308,2.131405354,1.33351481,1,-0.492662966,1.854676962,0.104233213,1,-0.631016672,1.934777021,0.874010623,1,-0.256901503,2.092021227,1.4494977,1,-0.449873924,1.858540654,1.574689984,1,-0.316269338,2.033834934,1.529035807,1,-0.551684618,1.718232751,1.887277961,1,-0.478066504,1.814923167,1.675164461,1,-0.483218282,1.940140963,0.054764718,1,-0.639840603,1.760164022,0.449017376,1,-0.428145021,1.986640811,0.870748103,1,-0.400677264,2.017927647,1.404500365,1,-0.602870643,1.78533411,0.568459988,1,-0.549384594,1.787190199,0.284808934,1,-0.597552419,1.7713871,0.032715149,1,-0.417357594,1.893414617,1.482430935,1,-0.522390425,1.799957633,1.833388448,1,-0.589904606,1.759241581,1.783088446,1,-0.408647329,2.299369097,0.051515985,1,-0.643883884,2.166982174,0.857890129,1,-0.316286534,2.155251503,1.203422546,1,-0.315624803,2.236689806,1.472942352,1,-0.256467044,2.451668978,1.197269559,1,-0.397508174,2.198862314,1.560038328,1,-0.4995206,2.579484701,1.381142259,1,-0.31457752,2.527303457,1.253910065,1,-0.340737492,2.253788948,0.009661235,1,-0.640362561,2.227089167,0.399599969,1,-0.433249891,2.095816612,0.863286614,1,-0.347650051,2.245965719,1.325624704,1,-0.642473876,2.223895073,0.671335399,1,-0.504827023,2.284533262,0.151809663,1,-0.547820807,2.243752718,0.030873882,1,-0.28036502,2.359870434,1.227561831,1,-0.460113555,2.522232533,1.306384802,1,-0.403273374,2.603935003,1.316471934,1,-0.60577482,2.093131542,1.182677388,1,-0.351450205,2.046940565,1.132104397,1
6.98,-0.317236692,2.098414898,1.317256093,1,-0.506593883,2.123119831,1.325398445,1,-0.495446235,1.848371148,0.110191897,1,-0.637451708,1.92587328,0.868207037,1,-0.253602386,2.085050821,1.436980963,1,-0.439706713,1.855560184,1.568190098,1,-0.310873002,2.027047157,1.518232584,1,-0.533135176,1.720252633,1.885737777,1,-0.465020269,1.813325882,1.670168042,1,-0.482534766,1.934957385,0.063021578,1,-0.653904438,1.747352839,0.446579576,1,-0.434432358,1.976527691,0.862422526,1,-0.396418631,2.012147665,1.394871831,1,-0.61485076,1.773583531,0.564697921,1,-0.559406042,1.777413964,0.286762565,1,-0.599683106,1.769549489,0.033580802,1,-0.409680963,1.888995647,1.474632382,1,-0.505350232,1.801226854,1.830064297,1,-0.573047876,1.759204984,1.782304645,1,-0.409026653,2.298501253,0.052042928,1,-0.649585307,2.158273458,0.851404011,1,-0.317004621,2.14674449,1.191525578,1,-0.312458545,2.229387283,1.460529447,1,-0.253014594,2.439308882,1.183983803,1,-0.392424852,2.192036152,1.54960227,1,-0.476994485,2.561011314,1.392496705,1,-0.304010302,2.513103724,1.247489929,1,-0.340777516,2.253222466,0.010112953,1,-0.648557484,2.221675158,0.393579304,1,-0.439382195,2.085683584,0.855046809,1,-0.345115006,2.23640132,1.314311266,1,-0.649156451,2.21590519,0.665203094,1,-0.507614076,2.282758951,0.149986655,1,-0.547869265,2.243571758,0.030506819,1,-0.278914154,2.349482298,1.214584827,1,-0.442116529,2.506425619,1.312312603,1,-0.386424333,2.588284492,1.320185661,1,-0.607289672,2.08476615,1.176578879,1,-0.353252769,2.038482666,1.121564746,1
7,-0.315598011,2.089530945,1.305425644,1,-0.505343378,2.113946438,1.316836238,1,-0.498765826,1.842164397,0.114146248,1,-0.64375025,1.915747523,0.861824393,1,-0.250651896,2.076933861,1.424482346,1,-0.430437595,1.851303816,1.561116934,1,-0.306018442,2.019161224,1.507074952,1,-0.516347766,1.71929276,1.882577062,1,-0.45312798,1.810060024,1.66417551,1,-0.483679116,1.92975533,0.068424687,1,-0.666577458,1.734726906,0.442871988,1,-0.440950274,1.966259956,0.853706181,1,-0.391517639,2.005501032,1.384896874,1,-0.625938416,1.76188755,0.559774995,1,-0.568393469,1.767663956,0.287112772,1,-0.601371646,1.765761018,0.034979768,1,-0.402621031,1.883679271,1.466376781,1,-0.490216136,1.800008178,1.825162649,1,-0.558432817,1.756632566,1.779387593,1,-0.409473777,2.297924519,0.052605044,1,-0.65585351,2.148540258,0.844563484,1,-0.317984134,2.137448788,1.179430604,1,-0.309941173,2.221156836,1.448334575,1,-0.249916419,2.426377058,1.170808554,1,-0.387681156,2.183830738,1.538958907,1,-0.452817947,2.540731192,1.401848555,1,-0.293289363,2.498117924,1.240822196,1,-0.340935618,2.252939939,0.010873034,1,-0.656690657,2.216593981,0.387215286,1,-0.445610106,2.075244427,0.846349418,1,-0.342767,2.225909233,1.302762032,1,-0.656427562,2.207153082,0.658967495,1,-0.509777009,2.280572653,0.148036897,1,-0.548011899,2.243526936,0.03006112,1,-0.277786285,2.338334084,1.201593161,1,-0.425028324,2.48939991,1.317168832,1,-0.368871331,2.571424961,1.323088646,1,-0.609142542,2.07555151,1.169884324,1,-0.355288714,2.029880524,1.111013532,1
